Reaction,LB,UB,c,EQUATION,subSystem,GeneRule,RXNname
HMR_8758,0,1000,0,formate[c] + NAD+[c] => CO2[c] + NADH[c],Folate metabolism,ENSG00000136010 or ENSG00000144908,
HMR_7661,0,1000,0,biocytin[c] + H2O[c] => biotin[c] + lysine[c],Biotin metabolism,ENSG00000169814,
HMR_7662,0,1000,0,biocytin[n] + H2O[n] => biotin[n] + lysine[n],Biotin metabolism,ENSG00000169814,
HMR_7663,0,1000,0,biocytin[s] + H2O[s] => biotin[s] + lysine[s],Biotin metabolism,ENSG00000169814,
HMR_7668,0,1000,0,ATP[c] + biotin[c] + H+[c] => biotinyl-5-AMP[c] + PPi[c],Biotin metabolism,ENSG00000159267,
HMR_7669,0,1000,0,[apocarboxlase][c] + lysine[c] => apoC-lys[c] + H+[c] + H2O[c],Biotin metabolism,,
HMR_7670,0,1000,0,apoC-lys[c] + biotinyl-5-AMP[c] => AMP[c] + apoC-lys_btn[c] + H+[c],Biotin metabolism,ENSG00000159267,
HMR_7671,0,1000,0,apoC-lys_btn[c] + H2O[c] => [apocarboxlase][c] + biocytin[c],Biotin metabolism,,
HMR_7672,0,1000,0,apoC-lys_btn[c] + ATP[c] + HCO3-[c] => ADP[c] + carboxybiotin-carboxyl-carrier[c] + H+[c] + Pi[c],Biotin metabolism,ENSG00000076555 or ENSG00000278540,
HMR_7673,0,1000,0,acetyl-CoA[c] + carboxybiotin-carboxyl-carrier[c] => apoC-lys_btn[c] + malonyl-CoA[c],Biotin metabolism,ENSG00000076555 or ENSG00000278540,
HMR_4160,0,1000,0,GTP[c] + H2O[c] => 6-[(1S;2R)-1;2-dihydroxy-3-triphosphooxypropyl]-7;8-dihydropterin[c] + formate[c] + H+[c],Biopterin metabolism,ENSG00000131979,
HMR_4162,0,1000,0,GTP[n] + H2O[n] => 6-[(1S;2R)-1;2-dihydroxy-3-triphosphooxypropyl]-7;8-dihydropterin[n] + formate[n] + H+[n],Biopterin metabolism,ENSG00000131979,
HMR_4163,0,1000,0,6-[(1S;2R)-1;2-dihydroxy-3-triphosphooxypropyl]-7;8-dihydropterin[c] => 6-pyruvoyltetrahydropterin[c] + triphosphate[c],Biopterin metabolism,ENSG00000150787,
HMR_4165,-1000,1000,0,6-pyruvoyltetrahydropterin[c] + 2 H+[c] + 2 NADPH[c] <=> 2 NADP+[c] + tetrahydrobiopterin[c],Biopterin metabolism,ENSG00000116096,
HMR_4166,0,1000,0,6-pyruvoyltetrahydropterin[c] + H+[c] + NADPH[c] => 6-lactoyl-5;6;7;8-tetrahydropterin[c] + NADP+[c],Biopterin metabolism,ENSG00000116096,
HMR_4167,0,1000,0,6-lactoyl-5;6;7;8-tetrahydropterin[c] + H+[c] + NADPH[c] => NADP+[c] + tetrahydrobiopterin[c],Biopterin metabolism,ENSG00000116096,
HMR_4169,0,1000,0,GTP[c] + H2O[c] => formamidopyrimidine nucleoside triphosphate[c],Biopterin metabolism,ENSG00000131979,
HMR_4170,0,1000,0,GTP[n] + H2O[n] => formamidopyrimidine nucleoside triphosphate[n],Biopterin metabolism,ENSG00000131979,
HMR_4523,-1000,1000,0,dihydrobiopterin[c] + H+[c] + NADPH[c] <=> NADP+[c] + tetrahydrobiopterin[c],Biopterin metabolism,ENSG00000151552,
HMR_4539,-1000,1000,0,4alpha-hydroxytetrahydrobiopterin[c] <=> H2O[c] + O2-4a-cyclic-tetrahydrobiopterin[c],Biopterin metabolism,ENSG00000132570 or ENSG00000166228,
HMR_4540,-1000,1000,0,4alpha-hydroxytetrahydrobiopterin[n] <=> H2O[n] + O2-4a-cyclic-tetrahydrobiopterin[n],Biopterin metabolism,ENSG00000132570 or ENSG00000166228,
HMR_4541,-1000,1000,0,O2-4a-cyclic-tetrahydrobiopterin[c] <=> quinonoid dihydrobiopterin[c],Biopterin metabolism,ENSG00000132570 or ENSG00000166228,
HMR_4542,-1000,1000,0,O2-4a-cyclic-tetrahydrobiopterin[n] <=> quinonoid dihydrobiopterin[n],Biopterin metabolism,ENSG00000132570 or ENSG00000166228,
HMR_4543,-1000,1000,0,4alpha-hydroxytetrahydrobiopterin[c] <=> H2O[c] + quinonoid dihydrobiopterin[c],Biopterin metabolism,ENSG00000132570 or ENSG00000166228,
HMR_4544,-1000,1000,0,4alpha-hydroxytetrahydrobiopterin[n] <=> H2O[n] + quinonoid dihydrobiopterin[n],Biopterin metabolism,ENSG00000132570 or ENSG00000166228,
HMR_4816,0,1000,0,6-[(1S;2R)-1;2-dihydroxy-3-triphosphooxypropyl]-7;8-dihydropterin[c] + 3 H2O[c] => dihydroneopterin[c] + 2 H+[c] + 3 Pi[c],Biopterin metabolism,ENSG00000162551 or ENSG00000163283 or ENSG00000163286 or ENSG00000163295,
HMR_4817,-1000,1000,0,2;5-diamino-6-(5-triphosphoryl-3;4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine[c] <=> 6-[(1S;2R)-1;2-dihydroxy-3-triphosphooxypropyl]-7;8-dihydropterin[c] + H2O[c],Biopterin metabolism,ENSG00000131979,
HMR_4818,-1000,1000,0,2;5-diamino-6-(5-triphosphoryl-3;4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine[n] <=> 6-[(1S;2R)-1;2-dihydroxy-3-triphosphooxypropyl]-7;8-dihydropterin[n] + H2O[n],Biopterin metabolism,ENSG00000131979,
HMR_4833,-1000,1000,0,2;5-diaminopyrimidine nucleoside triphosphate[c] + formate[c] + H+[c] <=> formamidopyrimidine nucleoside triphosphate[c] + H2O[c],Biopterin metabolism,ENSG00000131979,
HMR_4834,-1000,1000,0,2;5-diaminopyrimidine nucleoside triphosphate[n] + formate[n] + H+[n] <=> formamidopyrimidine nucleoside triphosphate[n] + H2O[n],Biopterin metabolism,ENSG00000131979,
HMR_4835,-1000,1000,0,2;5-diamino-6-(5-triphosphoryl-3;4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine[c] <=> 2;5-diaminopyrimidine nucleoside triphosphate[c],Biopterin metabolism,ENSG00000131979,
HMR_4836,-1000,1000,0,2;5-diamino-6-(5-triphosphoryl-3;4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine[n] <=> 2;5-diaminopyrimidine nucleoside triphosphate[n],Biopterin metabolism,ENSG00000131979,
HMR_8538,0,1000,0,4alpha-hydroxytetrahydrobiopterin[c] => dihydrobiopterin[c] + H2O[c],Biopterin metabolism,ENSG00000132570 or ENSG00000166228,
HMR_8738,0,1000,0,6-[(1S;2R)-1;2-dihydroxy-3-triphosphooxypropyl]-7;8-dihydropterin[n] => 6-pyruvoyltetrahydropterin[n] + triphosphate[n],Biopterin metabolism,ENSG00000150787,
HMR_8739,0,1000,0,6-pyruvoyltetrahydropterin[n] + 2 H+[n] + 2 NADPH[n] => 2 NADP+[n] + tetrahydrobiopterin[n],Biopterin metabolism,ENSG00000116096,
HMR_8740,0,1000,0,5-methyl-THF[c] + dihydrobiopterin[c] => 5;10-methylene-THF[c] + H+[c] + tetrahydrobiopterin[c],Biopterin metabolism,,
HMR_6393,0,1000,0,hydroxide[c] + monodehydroascorbate[c] => dehydroascorbic acid[c] + H2O[c],Ascorbate and aldarate metabolism,,
HMR_6394,-1000,1000,0,ascorbate[c] + lipoic acid[c] <=> dehydroascorbic acid[c] + dihydrolipoate[c],Ascorbate and aldarate metabolism,,
HMR_6396,0,1000,0,dehydroascorbic acid[c] + H+[c] + NADPH[c] => ascorbate[c] + NADP+[c],Ascorbate and aldarate metabolism,ENSG00000023572 or ENSG00000173221,
HMR_6405,-1000,1000,0,H2O[c] + lipoyllysine[c] <=> lipoic acid[c] + lysine[c],Ascorbate and aldarate metabolism,ENSG00000107798 or ENSG00000170835,
HMR_8345,-1000,1000,0,D-glucurono-6;3-lactone[r] + H2O[r] <=> glucuronate[r] + H+[r],Ascorbate and aldarate metabolism,,
HMR_8346,-1000,1000,0,H2O[r] + L-gulono-1;4-lactone[r] <=> H+[r] + L-gulonate[r],Ascorbate and aldarate metabolism,ENSG00000130988,
HMR_8348,-1000,1000,0,D-glucurono-6;3-lactone[c] + H+[c] + NADPH[c] <=> L-gulono-1;4-lactone[c] + NADP+[c],Ascorbate and aldarate metabolism,,
HMR_8349,0,1000,0,D-glucurono-6;3-lactone[c] + 2 H2O[c] + NAD+[c] => D-glucarate[c] + 3 H+[c] + NADH[c],Ascorbate and aldarate metabolism,ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,
HMR_8619,0,1000,0,ascorbate[c] + 2 H+[c] + 2 O2-[c] => dehydroascorbic acid[c] + 2 H2O2[c],Ascorbate and aldarate metabolism,,
HMR_8620,0,1000,0,dehydroascorbic acid[c] + 2 GSH[c] => ascorbate[c] + GSSG[c],Ascorbate and aldarate metabolism,,
HMR_8621,0,1000,0,dehydroascorbic acid[c] + H2O[c] => 2;3-diketo-L-gulonate[c],Ascorbate and aldarate metabolism,,
HMR_8622,0,1000,0,2;3-diketo-L-gulonate[c] + H2O[c] => CO2[c] + L-lyxonate[c],Ascorbate and aldarate metabolism,,
HMR_8623,0,1000,0,2;3-diketo-L-gulonate[c] + H2O[c] => CO2[c] + L-xylonate[c],Ascorbate and aldarate metabolism,,
HMR_8624,0,1000,0,2;3-diketo-L-gulonate[c] + H2O2[c] => 2 H+[c] + oxalate[c] + threonate[c],Ascorbate and aldarate metabolism,,
HMR_8625,0,1000,0,2;3-diketo-L-gulonate[c] + H2O[c] => H+[c] + L-erythrulose[c] + oxalate[c],Ascorbate and aldarate metabolism,,
HMR_3991,0,1000,0,4 Fe2+[s] + 4 H+[s] + O2[s] => 4 Fe3+[s] + 2 H2O[s],Porphyrin metabolism,ENSG00000047457 or ENSG00000163755 or ENSG00000165060 or ENSG00000167996 or ENSG00000181867,
HMR_4657,0,1000,0,2-amino-3-oxoadipate[m] + H+[m] => 5-aminolevulinate[m] + CO2[m],Porphyrin metabolism,ENSG00000023330 or ENSG00000158578 or ENSG00000178773,
HMR_4744,0,1000,0,2 5-aminolevulinate[c] => H+[c] + 2 H2O[c] + porphobilinogen[c],Porphyrin metabolism,ENSG00000148218,
HMR_4746,0,1000,0,H2O[c] + 4 porphobilinogen[c] => 4 H+[c] + hydroxymethylbilane[c] + 4 NH3[c],Porphyrin metabolism,ENSG00000256269,
HMR_4748,0,1000,0,hydroxymethylbilane[c] => H2O[c] + uroporphyrinogen III[c],Porphyrin metabolism,ENSG00000188690,
HMR_4750,0,1000,0,4 H+[c] + uroporphyrinogen III[c] => 4 CO2[c] + coproporphyrinogen III[c],Porphyrin metabolism,ENSG00000126088,
HMR_4752,0,1000,0,coproporphyrinogen III[c] + 2 H+[c] + O2[c] => 2 CO2[c] + 2 H2O[c] + protoporphyrinogen IX[c],Porphyrin metabolism,ENSG00000080819,
HMR_4755,0,1000,0,3 O2[m] + protoporphyrinogen IX[m] => 3 H2O2[m] + protoporphyrin[m],Porphyrin metabolism,ENSG00000143224,
HMR_4757,0,1000,0,3 O2[c] + protoporphyrinogen IX[c] => 3 H2O2[c] + protoporphyrin[c],Porphyrin metabolism,ENSG00000143224,
HMR_4758,0,1000,0,Fe2+[m] + protoporphyrin[m] => 2 H+[c] + heme[m],Porphyrin metabolism,ENSG00000066926,
HMR_4762,0,1000,0,apocytochrome-C[m] + heme[m] => cytochrome-C[m],Porphyrin metabolism,ENSG00000004961,
HMR_4763,0,1000,0,3 FADH2[c] + 2 H+[c] + hemoglobin[c] + 3 O2[c] => biliverdin[c] + CO[c] + 3 FAD[c] + Fe3+[c] + globin[c] + 3 H2O[c],Porphyrin metabolism,ENSG00000100292 or ENSG00000103415,
HMR_4764,0,1000,0,biliverdin[c] + H+[c] + NADH[c] => bilirubin[c] + NAD+[c],Porphyrin metabolism,ENSG00000090013 or ENSG00000106605,
HMR_4768,-1000,1000,0,6 H+[c] + uroporphyrin III[c] <=> uroporphyrinogen III[c],Porphyrin metabolism,,
HMR_4769,-1000,1000,0,6 H+[c] + uroporphyrin I[c] <=> uroporphyrinogen III[c],Porphyrin metabolism,,
HMR_4770,-1000,1000,0,coproporphyrin III[c] + 6 H+[c] <=> coproporphyrinogen III[c],Porphyrin metabolism,,
HMR_4771,-1000,1000,0,H2O[c] + uroporphyrinogen I[c] <=> hydroxymethylbilane[c],Porphyrin metabolism,,
HMR_4772,0,1000,0,4 H+[c] + uroporphyrinogen I[c] => 4 CO2[c] + coproporphyrinogen I[c],Porphyrin metabolism,ENSG00000126088,
HMR_4773,-1000,1000,0,coproporphyrin I[c] + 6 H+[c] <=> coproporphyrinogen I[c],Porphyrin metabolism,,
HMR_6395,0,1000,0,ascorbate[s] + 2 Fe3+[s] => dehydroascorbic acid[s] + 2 Fe2+[s] + 2 H+[s],Porphyrin metabolism,ENSG00000071967,
HMR_8634,0,1000,0,biliverdin[c] + H+[c] + NADPH[c] => bilirubin[c] + NADP+[c],Porphyrin metabolism,ENSG00000090013 or ENSG00000106605,
HMR_9717,0,1000,0,globin[c] + heme[c] => hemoglobin[c],Porphyrin metabolism,,
HMR_6630,0,1000,0,NADP+[c] + retinol[c] => H+[c] + NADPH[c] + retinal[c],Retinol metabolism,ENSG00000072042 or ENSG00000073737 or ENSG00000080511 or ENSG00000121039 or ENSG00000139988 or ENSG00000162496,
HMR_6631,0,1000,0,NAD+[c] + retinol[c] => H+[c] + NADH[c] + retinal[c],Retinol metabolism,ENSG00000025423 or ENSG00000135437 or ENSG00000147576 or ENSG00000170786 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,
HMR_6632,0,1000,0,NADP+[r] + retinol[r] => H+[r] + NADPH[r] + retinal[r],Retinol metabolism,ENSG00000072042 or ENSG00000073737 or ENSG00000080511 or ENSG00000121039 or ENSG00000139988 or ENSG00000162496,
HMR_6633,0,1000,0,NAD+[r] + retinol[r] => H+[r] + NADH[r] + retinal[r],Retinol metabolism,ENSG00000025423 or ENSG00000135437 or ENSG00000147576 or ENSG00000170786 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,
HMR_6634,0,1000,0,NADPH[c] + O2[c] + retinol[c] => 4-oxoretinol[c] + H+[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000095596,
HMR_6635,0,1000,0,PC-LD pool[c] + retinol[c] => 1-lysolecithin pool[c] + retinyl-ester[c],Retinol metabolism,ENSG00000062282 or ENSG00000114113 or ENSG00000114115 or ENSG00000121207 or ENSG00000147160 or ENSG00000185000 or ENSG00000204195,
HMR_6636,0,1000,0,H2O[c] + retinyl-ester[c] => H+[c] + retinol[c] + fatty acid pool[c],Retinol metabolism,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000138207 or ENSG00000159398 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000172828 or ENSG00000172831 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000198848 or ENSG00000203837 or ENSG00000266200,
HMR_6637,0,1000,0,H2O[c] + retinyl-ester[c] => 11-cis-retinol[c] + H+[c] + fatty acid pool[c],Retinol metabolism,ENSG00000116745,
HMR_6638,-1000,1000,0,11-cis-retinal[c] + H+[c] + NADH[c] <=> 11-cis-retinol[c] + NAD+[c],Retinol metabolism,ENSG00000025423 or ENSG00000135437 or ENSG00000139547 or ENSG00000140522 or ENSG00000157326 or ENSG00000170786 or ENSG00000187630 or ENSG00000265203,
HMR_6639,0,1000,0,11-cis-retinol[c] + PC-LD pool[c] => 1-lysolecithin pool[c] + retinyl-ester[c],Retinol metabolism,ENSG00000062282 or ENSG00000114113 or ENSG00000114115 or ENSG00000121207 or ENSG00000147160 or ENSG00000185000 or ENSG00000204195,
HMR_6640,0,1000,0,retinol[c] => anhydroretinol[c] + H2O[c],Retinol metabolism,ENSG00000163684 or ENSG00000244486,
HMR_6641,0,1000,0,H+[c] + NADPH[c] + O2[c] + retinol[c] => 4-hydroxyvitamin A1[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000003137,
HMR_6642,0,1000,0,H+[r] + NADPH[r] + O2[r] + retinol[r] => 4-hydroxyvitamin A1[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000003137,
HMR_6643,0,1000,0,retinol[c] => 9-cis-retinol[c],Retinol metabolism,ENSG00000114113 or ENSG00000114115,
HMR_6644,-1000,1000,0,9-cis-retinal[c] + H+[c] + NADH[c] <=> 9-cis-retinol[c] + NAD+[c],Retinol metabolism,ENSG00000025423 or ENSG00000135437 or ENSG00000139547 or ENSG00000140522 or ENSG00000157326 or ENSG00000170786 or ENSG00000187630 or ENSG00000265203,
HMR_6645,0,1000,0,retinol[c] => 13-cis-retinol[c],Retinol metabolism,ENSG00000114113 or ENSG00000114115,
HMR_6646,0,1000,0,H2O[c] + NAD+[c] + retinal[c] => 2 H+[c] + NADH[c] + retinoate[c],Retinol metabolism,ENSG00000128918 or ENSG00000165092,
HMR_6647,0,1000,0,H2O[r] + NAD+[r] + retinal[r] => 2 H+[r] + NADH[r] + retinoate[r],Retinol metabolism,ENSG00000128918 or ENSG00000165092,
HMR_6648,0,1000,0,H+[c] + NADPH[c] + O2[c] + retinal[c] => 4-OH-retinal[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000140505,
HMR_6649,0,1000,0,H+[r] + NADPH[r] + O2[r] + retinal[r] => 4-OH-retinal[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000140505,
HMR_6650,0,1000,0,retinal[r] => 9-cis-retinal[r],Retinol metabolism,ENSG00000114113 or ENSG00000114115,
HMR_6651,0,1000,0,retinal[c] => 11-cis-retinal[c],Retinol metabolism,ENSG00000114113 or ENSG00000114115,
HMR_6652,-1000,1000,0,9-cis-retinal[r] + H2O[r] + NAD+[r] <=> 9-cis-retinoate[r] + 2 H+[r] + NADH[r],Retinol metabolism,ENSG00000128918 or ENSG00000165092,
HMR_6653,0,1000,0,9-cis-retinal[c] + H+[c] + NADPH[c] + O2[c] => 4-OH-9-cis-retinal[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000140505,
HMR_6654,0,1000,0,9-cis-retinal[r] + H+[r] + NADPH[r] + O2[r] => 4-OH-9-cis-retinal[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000140505,
HMR_6655,0,1000,0,4-OH-9-cis-retinal[c] + H+[c] + NADPH[c] + O2[c] => 4-oxo-9-cis-retinal[c] + 2 H2O[c] + NADP+[c],Retinol metabolism,ENSG00000140505,
HMR_6656,0,1000,0,4-OH-9-cis-retinal[r] + H+[r] + NADPH[r] + O2[r] => 4-oxo-9-cis-retinal[r] + 2 H2O[r] + NADP+[r],Retinol metabolism,ENSG00000140505,
HMR_6657,0,1000,0,H+[c] + NADPH[c] + O2[c] + retinoate[c] => 18-hydroxy-all-trans-retinoate[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000165841 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974,
HMR_6658,0,1000,0,H+[r] + NADPH[r] + O2[r] + retinoate[r] => 18-hydroxy-all-trans-retinoate[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000165841 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974,
HMR_6659,-1000,1000,0,9-cis-retinoate[c] <=> retinoate[c],Retinol metabolism,,
HMR_6660,-1000,1000,0,9-cis-retinoate[r] <=> retinoate[r],Retinol metabolism,,
HMR_6661,-1000,1000,0,13-cis-retinoate[c] <=> retinoate[c],Retinol metabolism,ENSG00000134184,
HMR_6662,-1000,1000,0,13-cis-retinoate[r] <=> retinoate[r],Retinol metabolism,,
HMR_6663,-1000,1000,0,9;13-cis-retinoate[c] <=> 9-cis-retinoate[c],Retinol metabolism,,
HMR_6664,0,1000,0,9-cis-retinoate[c] + NADPH[c] + O2[c] => 4-oxo-9-cis-retinoate[c] + H+[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000003137,
HMR_6665,0,1000,0,9-cis-retinoate[r] + NADPH[r] + O2[r] => 4-oxo-9-cis-retinoate[r] + H+[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000003137,
HMR_6666,0,1000,0,9-cis-retinoate[c] + UDP-glucuronate[c] => 9-cis-retinoyl-beta-D-glucuronide[c] + UDP[c],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6667,0,1000,0,9-cis-retinoate[r] + UDP-glucuronate[r] => 9-cis-retinoyl-beta-D-glucuronide[r] + UDP[r],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6668,-1000,1000,0,4-oxo-9-cis-retinoate[c] + UDP-glucuronate[c] <=> 4-oxo-9-cis-retinoyl-beta-glucuronide[c] + UDP[c],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6669,0,1000,0,4-oxo-9-cis-retinoate[r] + UDP-glucuronate[r] => 4-oxo-9-cis-retinoyl-beta-glucuronide[r] + UDP[r],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6670,-1000,1000,0,4-oxo-9-cis-retinoate[c] + H+[c] + NADPH[c] <=> 9-cis-4-oxo-13;14-dihydro-retinoate[c] + NADP+[c],Retinol metabolism,ENSG00000087076 or ENSG00000099377 or ENSG00000100867 or ENSG00000109854 or ENSG00000121039 or ENSG00000138400 or ENSG00000139988 or ENSG00000145439 or ENSG00000159692 or ENSG00000160439 or ENSG00000164039 or ENSG00000167733 or ENSG00000170426 or ENSG00000170786 or ENSG00000176387 or ENSG00000183921 or ENSG00000184860 or ENSG00000186153 or ENSG00000187134 or ENSG00000197894 or ENSG00000198074 or ENSG00000198189 or ENSG00000198610 or ENSG00000204228 or ENSG00000227471 or ENSG00000240857,
HMR_6671,-1000,1000,0,11-cis-retinol[c] + palmitoyl-CoA[c] <=> 11-cis-retinyl-palmitate[c] + CoA[c],Retinol metabolism,ENSG00000062282 or ENSG00000121207 or ENSG00000147160 or ENSG00000185000 or ENSG00000204195,
HMR_6672,-1000,1000,0,13-cis-retinal[c] <=> retinal[c],Retinol metabolism,,
HMR_6673,-1000,1000,0,13-cis-retinal[r] <=> retinal[r],Retinol metabolism,,
HMR_6674,-1000,1000,0,13-cis-retinal[r] + H2O[r] + NAD+[r] <=> 2 H+[r] + NADH[r] + retinoate[r],Retinol metabolism,ENSG00000128918 or ENSG00000165092,
HMR_6675,-1000,1000,0,13-cis-retinal[c] + H2O[c] + NAD+[c] <=> 13-cis-retinoate[c] + 2 H+[c] + NADH[c],Retinol metabolism,ENSG00000128918 or ENSG00000165092,
HMR_6676,-1000,1000,0,13-cis-retinal[r] + H2O[r] + NAD+[r] <=> 13-cis-retinoate[r] + 2 H+[r] + NADH[r],Retinol metabolism,ENSG00000128918 or ENSG00000165092,
HMR_6677,0,1000,0,13-cis-retinal[c] + H+[c] + NADPH[c] + O2[c] => 4-OH-13-cis-retinal[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000095596,
HMR_6678,0,1000,0,13-cis-retinal[r] + H+[r] + NADPH[r] + O2[r] => 4-OH-13-cis-retinal[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000095596,
HMR_6679,0,1000,0,13-cis-retinoate[c] + UDP-glucuronate[c] => 13-cis-retinoyl-glucuronide[c] + UDP[c],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6680,0,1000,0,13-cis-retinoate[r] + UDP-glucuronate[r] => 13-cis-retinoyl-beta-D-glucuronide[r] + UDP[r],Retinol metabolism,ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000240224 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000243135 or ENSG00000244122 or ENSG00000244474,
HMR_6681,0,1000,0,13-cis-retinoate[c] + H+[c] + NADPH[c] + O2[c] => 4-oxo-13-cis-retinoate[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000003137,
HMR_6682,0,1000,0,13-cis-retinoate[r] + H+[r] + NADPH[r] + O2[r] => 4-oxo-13-cis-retinoate[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000003137,
HMR_6683,0,1000,0,13-cis-retinoate[c] + H+[c] + NADPH[c] + O2[c] => 5;6-epoxy-13-cis-retinoate[c] + H2O[c] + NADP+[c],Retinol metabolism,ENSG00000003137,
HMR_6684,0,1000,0,13-cis-retinoate[r] + H+[r] + NADPH[r] + O2[r] => 5;6-epoxy-13-cis-retinoate[r] + H2O[r] + NADP+[r],Retinol metabolism,ENSG00000003137,
